m_match,openness,X_Y,L_m,L_s,e_m,e_s,u_m,u_s,u,exitflag_z0,exitflag_zT
1,0.0005,0.00642088081444228,0.1978514701204,0.7421485298796,0.183814818906946,0.689079794575797,0.0140366512134539,0.0530687353038028,0.0671053865172568,1,1
1,0.001,0.0127135278902606,0.202578524825873,0.737421475174127,0.18823319808924,0.684817229076846,0.0143453267366323,0.0526042460972812,0.0669495728339135,1,1
1,0.0015,0.0188816708820223,0.207254972138357,0.732745027861643,0.192605240511356,0.680597325593968,0.0146497316270013,0.0521477022676744,0.0667974338946758,1,1
1,0.002,0.0249288988067513,0.211881499179543,0.728118500820457,0.196931545001032,0.676419611402595,0.0149499541785113,0.0516988894178614,0.0666488435963727,1,1
1,0.0025,0.0308586664950292,0.216458785204413,0.723541214795587,0.201212705000632,0.672283613545372,0.015246080203781,0.0512576012502147,0.0665036814539957,1,1
1,0.003,0.0366743006943627,0.220987501457353,0.719012498542647,0.205449308332738,0.668188859372612,0.0155381931246145,0.0508236391700348,0.0663618322946493,1,1
1,0.0035,0.0423790058499179,0.22546831106664,0.71453168893336,0.209641937007989,0.664134877020962,0.0158263740586509,0.050396811912398,0.0662231859710489,1,1
1,0.004,0.0479758695807108,0.229901868951682,0.710098131048318,0.213791167049511,0.660121195857978,0.0161107019021714,0.0499769351903396,0.066087637092511,1,1
1,0.0045,0.0534678678653816,0.234288821739064,0.705711178260936,0.217897568330818,0.65614734689497,0.0163912534082458,0.0495638313659657,0.0659550847742116,1,1
1,0.005,0.0588578699652635,0.238629807725357,0.701370192274643,0.221961704462472,0.652212863137011,0.0166681032628841,0.0491573291376327,0.0658254324005169,1,1
1,0.0055,0.0641486430874343,0.242925456823793,0.697074543176207,0.225984132667246,0.648317279928059,0.0169413241565469,0.0487572632481479,0.0656985874046948,1,1
1,0.006,0.0693428568124209,0.247176390546618,0.692823609453382,0.229965403693606,0.6444601352461,0.0172109868530121,0.0483634742072813,0.0655744610602934,1,1
1,0.0065,0.0744430872960425,0.251383221990937,0.688616778009063,0.233906061735641,0.640640969977796,0.0174771602552958,0.0479758080312669,0.0654529682865627,1,1
1,0.007,0.0794518212601303,0.255546555842944,0.684453444157056,0.237806644374218,0.636859328160853,0.0177399114687256,0.0475941159962029,0.0653340274649285,1,1
1,0.0075,0.0843714597817065,0.259666988386115,0.680333011613885,0.241667682525123,0.633114757208788,0.0179993058609919,0.0472182544050973,0.0652175602660892,1,1
1,0.008,0.0892043218960962,0.263745107525319,0.676254892474681,0.245489700405084,0.629406808106773,0.0182554071202348,0.0468480843679079,0.0651034914881427,1,1
1,0.0085,0.0939526480218047,0.267781492820539,0.672218507179461,0.24927321551015,0.625735035586657,0.0185082773103887,0.0464834715928044,0.0649917489031931,1,1
1,0.009,0.0986186032157421,0.271776715520672,0.668223284479328,0.253018738596566,0.622098998289872,0.018757976924106,0.0461242861894553,0.0648822631135613,1,1
1,0.0095,0.103204280273822,0.275731338616734,0.664268661383266,0.256726773682747,0.618498258901565,0.0190045649339871,0.0457704024817015,0.0647749674156886,1,1
1,0.01,0.107711702677312,0.279645916889502,0.660354083110498,0.26039781804844,0.614932384279438,0.0192480988410621,0.0454216988310598,0.0646697976721219,1,1
200,0.0005,0.00637288561607034,0.222549165248672,0.717450834751328,0.222462839318345,0.717128003994289,8.63259303270413e-05,0.000322830757039088,0.000409156687366129,1,1
200,0.001,0.0126135736335649,0.227423545283708,0.712576454716292,0.227335466398323,0.71225637108577,8.80788853848005e-05,0.000320083630521844,0.000408162515906644,1,1
200,0.0015,0.0187260603224902,0.232241079398856,0.707758920601144,0.232151272460187,0.70744153874872,8.98069386695929e-05,0.000317381852423752,0.000407188791093344,1,1
200,0.002,0.0247141850753543,0.237002644876301,0.702997355123699,0.236911134257585,0.702682630882983,9.15106187159266e-05,0.000314724240715727,0.000406234859431653,1,1
200,0.0025,0.0305816379178305,0.241709105111768,0.698290894888232,0.241615914672986,0.697978785231253,9.31904387824707e-05,0.00031210965697874,0.000405300095761211,1,1
200,0.003,0.036331966597885,0.246361309680546,0.693638690319454,0.246266462783114,0.693329153315174,9.4846897431675e-05,0.000309537004279777,0.000404383901711452,1,1
200,0.0035,0.0419685832803159,0.250960094419335,0.689039905580665,0.250863613940254,0.688732900355488,9.64804790809991e-05,0.000307005225177045,0.000403485704258044,1,1
200,0.004,0.0474947708718183,0.255506281522292,0.684493718477708,0.255408189867764,0.684189205177863,9.80916545275215e-05,0.000304513299845028,0.000402604954372549,1,1
200,0.0045,0.0529136889998092,0.260000679649685,0.679999320350315,0.259900998768237,0.679697260106004,9.96808814475419e-05,0.000302060244310772,0.000401741125758314,1,1
200,0.005,0.0582283796666944,0.264444084047792,0.675555915952208,0.264342835442919,0.675256270843415,0.000101248604872687,0.000299645108793526,0.000400893713666214,1,1
200,0.0055,0.0634417725996661,0.268837276678709,0.671162723321291,0.268734481421065,0.670865456345151,0.000102795257643906,0.000297266976140476,0.000400062233784382,1,1
200,0.006,0.0685566903147942,0.273181026358932,0.666818973641068,0.273076705098087,0.666524048680716,0.000104321260844654,0.000294924960351915,0.000399246221196568,1,1
200,0.0065,0.0735758529128162,0.277476088905583,0.662523911094417,0.277370261881368,0.662231292889227,0.00010582702421445,0.000292618205189743,0.000398445229404193,1,1
200,0.007,0.0785018826229033,0.281723207289335,0.658276792710665,0.281615894342791,0.657986446827802,0.000107312946543948,0.000290345882863634,0.000397658829407582,1,1
200,0.0075,0.0833373081095165,0.285923111793095,0.654076888206905,0.285814332377043,0.653788781014115,0.000108779416052526,0.000288107192789685,0.000396886608842211,1,1
200,0.008,0.0880845685565036,0.290076520175654,0.649923479824346,0.289966293364904,0.64963757846393,0.00011022681074939,0.000285901360416755,0.000396128171166145,1,1
200,0.0085,0.0927460175415914,0.29418413783951,0.64581586216049,0.294072482340731,0.645532134524374,0.000111655498779069,0.000283727636116068,0.000395383134895137,1,1
200,0.009,0.0973239267136047,0.298246658002222,0.641753341997777,0.29813359216347,0.641471756703647,0.000113065838752164,0.000281585294129977,0.000394651132882141,1,1
200,0.0095,0.101820489283878,0.302264761870628,0.637735238129372,0.302150303690566,0.637455764497796,0.000114458180062111,0.000279473631576126,0.000393931811638237,1,1
200,0.01,0.106237823342637,0.306239118817378,0.633760881182622,0.306123285954189,0.633483489215119,0.00011583286318872,0.000277391967503492,0.000393224830692212,1,1
